id,timestamp,tweet_text,username,location,coordinates,place_json,all_hashtags,followers_count
1362356450027257862,2021-02-18 11:01:03,"b""Register to participate in today's online consultation meeting @ 6.30 pm to have your say on the solar panels project at the @TabernacleW11.  \xe2\x9e\xa1\xef\xb8\x8fRegister here: https://t.co/Lc6OpLItSQ  #communityfinance #communityenergy #climatechange #climateaction https://t.co/F3tmkJYmxl""",b'NorthKenCE',,,,"['communityfinance', 'communityenergy', 'climatechange', 'climateaction']",326
1362508005401591826,2021-02-18 21:03:17,"b'A really important discussion @CoppiceJT, thank you for sharing with your host a route map for #communityenergy #decarbonisation #ClimateAction https://t.co/5rzTBbPdPh'",b'OakesEnviron',East Anglia,,,"['communityenergy', 'decarbonisation', 'ClimateAction']",717
1362684777900433408,2021-02-19 08:45:43,"b'Wondering where @Muintir_na_Tire, our newest member, is located? Check our #communityenergy map \xf0\x9f\x97\xba\xef\xb8\x8f https://t.co/RNpizsmAY7  \xf0\x9f\x93\x8cAlso find @Denderstroom, @MegaWattPuur, @EnergiErkidegoa and \xc3\x96tzi Coop as recent additions.  Put your own project on the map \xf0\x9f\x91\x89 https://t.co/P4hGFdQ8fJ https://t.co/7LRCaIPLlV'",b'REScoopEU',Europe,,,['communityenergy'],5985
1362701986278293506,2021-02-19 09:54:05,"b'Naomi did have Russian food yesterday it seems. Anyway, souvlaki&gt;pirozhki. #localenergy'",b'panagiotis___',🐚🇬🇷,,,['localenergy'],926
1362715191436324864,2021-02-19 10:46:34,b'What are the opportunities &amp; challenges for potential energy #citizens?\xf0\x9f\x92\xa1  @REScoopEU has published a report about energy cooperatives focusing on #EnergyPoverty and #consumer engagement.   Check it out! \xf0\x9f\x91\x89https://t.co/N2x0QmEAuB   @RightToEnergy | #CommunityEnergy | #H2020Energy https://t.co/LXPx1MZvj0',b'Twinergy_EU',,,,"['citizens', 'EnergyPoverty', 'consumer', 'CommunityEnergy', 'H2020Energy']",82
1362732292247011328,2021-02-19 11:54:31,"b""The #CommunityEnergy paper by @IRENA's #CoalitionforAction finds that citizen-driven #renewableenergy can generate:  \xf0\x9f\x94\xb6 local jobs &amp; development \xf0\x9f\x94\xb6 local reinvestment of financial returns \xf0\x9f\x94\xb6 local #health benefits through reduced pollution \xf0\x9f\x91\x89 https://t.co/3YoKHDdhby https://t.co/soN4KUJQUE""",b'IRENA',Abu Dhabi ,,,"['CommunityEnergy', 'CoalitionforAction', 'renewableenergy', 'health']",96150
1362747797783601153,2021-02-19 12:56:08,b'@VodafoneIEbiz When will your network be fully powered by renewables  #solarenergy #windenergy #communityenergy',b'sailshipearth',"Dublin City, Ireland",,,"['solarenergy', 'windenergy', 'communityenergy']",52
1362750285488164865,2021-02-19 13:06:01,b'New research show just how viable #localenergy can be. It finds that rooftop and facade solar can meet 40% of the annual electricity demand of a standard-sized office building! https://t.co/Rd03C3hOEs https://t.co/DmbiIAaerV',b'FreeingEnergy',"Atlanta, GA",,,['localenergy'],475
1362779705510948867,2021-02-19 15:02:55,"b""Congratulations to @egnicoop as it smashes its community share offer target. We're pleased to be a member of the co-op &amp; that our #impactinvestment continues to support the \xe2\x80\x98solarisation\xe2\x80\x99 of Wales with #CommunityEnergy https://t.co/W0HPGuxndc""",b'FProvFoundation',"York, England",,,"['impactinvestment', 'CommunityEnergy']",1735
1362782736101085187,2021-02-19 15:14:58,b'#localenergy in Texas https://t.co/xYOs1ubDjE',b'FreeingEnergy',"Atlanta, GA",,,['localenergy'],475
1362796650725601284,2021-02-19 16:10:15,"b""To end the week, we're excited to share news that @CommonsEAC has launched an inquiry looking at what role #communityenergy could play in decarbonising energy &amp; heat. Our view is comm energy is fundamentally important to achieving this. More news soon... https://t.co/b7X9r2za3D""",b'Comm1nrg',United Kingdom,,,['communityenergy'],3602
1362859509622992900,2021-02-19 20:20:02,b'@VodafoneIEbiz When will your network be fully powered by renewables  #energyresilience #solarenergy #windenergy #communityenergy',b'sailshipearth',"Dublin City, Ireland",,,"['energyresilience', 'solarenergy', 'windenergy', 'communityenergy']",52
1362908567976611840,2021-02-19 23:34:58,"b""Who says you can't benefit from owning solar when you rent? Or lease business premises? Or have a south-facing roof? #EnergyDemocracyAU #CommunityOwned #CommunityEnergy #CentralWestNSW #Cooperative  Download more info here: https://t.co/0iHe6FqkWQ https://t.co/HarirHBiqV""",b'ed_co_op',,,,"['EnergyDemocracyAU', 'CommunityOwned', 'CommunityEnergy', 'CentralWestNSW', 'Cooperative']",456
1363068386335408130,2021-02-20 10:10:02,b'Great to see @briznrg featured on this @MicrogridNews article which takes a look at the work their current share offer will help deliver! #solar #communityowned #microgrids #energy #communityenergy https://t.co/iTEbS5Ul1b',b'LowCarbonHub',"OXFORD, UK",,,"['solar', 'communityowned', 'microgrids', 'energy', 'communityenergy']",4084
1363406050809040899,2021-02-21 08:31:48,"b'Typical Plaid Cymru opportunism, ironic considering they voted down a \xc2\xa31.2 million #communityenergy project, thus ensuring continued hardship for a small community in their so called \xe2\x80\x98heartlands\xe2\x80\x99... #plaidfail https://t.co/qBPlK8FpPr'",b'maxblunt',,,,"['communityenergy', 'plaidfail']",1676
1363414166556573697,2021-02-21 09:04:02,b'Great to see coverage of the @briznrg #communityenergy share offer in @MicrogridNews https://t.co/jI0iDcahSK https://t.co/tzgjeb7eGS',b'ethexuk',Oxford UK,,,['communityenergy'],7496
1363443437480116224,2021-02-21 11:00:21,b'We are thrilled to announce that we are extending the target for our share raise for the second time after reaching our updated goal of \xc2\xa32.5 million. Thank you all so much for your support! \xf0\x9f\x92\x9a\xf0\x9f\x8e\x89 #ethicalinvestment #invest #communityenergy #lowcarbonhub  https://t.co/UmyH5lUYtA',b'LowCarbonHub',"OXFORD, UK",,,"['ethicalinvestment', 'invest', 'communityenergy', 'lowcarbonhub']",4084
1363447812743188482,2021-02-21 11:17:44,b'This the response you get from a Plaid Cymru Councillor standing to be an MS when asked about his fellow Councillors voting down a \xc2\xa31.2 million #communityenergy project. Don\xe2\x80\x99t let #plaidcymru  fool you into thinking they care about communities. #plaidfail https://t.co/dses9EkYP7',b'maxblunt',,,,"['communityenergy', 'plaidcymru', 'plaidfail']",1676
1363545010252238849,2021-02-21 17:43:58,b'My paper on critical success factors in Power Purchase Agreement (#PPA ) published in a Canadian peer reviewed journal. available at below link https://t.co/sgVuLxZQ0z #EnergyTransition  #RenewableEnergy  #CommunityEnergy  @Comm1nrg  @CommEnergyWales  @cse_communities https://t.co/3PxWnudTCg',b'DrAcharya_Abhi',"Dubai, United Arab Emirates",,,"['PPA', 'EnergyTransition', 'RenewableEnergy', 'CommunityEnergy']",271
1363579196879044613,2021-02-21 19:59:49,"b'In the coming months we will be speaking to a broad array of inspirational people: @isabella_tree on #rewilding, Clare Watson on #communityenergy, discovering wildlife with @whittledaway, @robertburns73 on #activetransport and many more. So please join us! \xf0\x9f\x99\x8c'",b'IrishDocsEnv',"Dublin City, Ireland",,,"['rewilding', 'communityenergy', 'activetransport']",2318
1363639032488493056,2021-02-21 23:57:35,"b""It's a good day! @helenhainesindi is introducing Australia's first #communityenergy legislation into Federal Parliament.  #feelingproud #auspol #renewables https://t.co/TWlGIRiPiu""",b'nickymison',"Sydney, New South Wales",,,"['communityenergy', 'feelingproud', 'auspol', 'renewables']",2491
1363769972279963651,2021-02-22 08:37:53,"b'@TheKafkaDude @real_person61 We were mad when Leanne came to visit our \xc2\xa31.2 million #communityenergy project, then walked away and said not one word about it. Then Plaid Cymru Councillors voted the project down after Parish Council had voted it through. One of the most impoverished communities in N. Wales..'",b'maxblunt',,,,['communityenergy'],1676
1363793720257236993,2021-02-22 10:12:15,"b'5th #Communitywind Symposium and #Communitypower forum on role of #women in #communityenergy, hosted together with @LEE_NRW  on 3 March. With experts from @IRENA @WECFDeutschland @isepjapan and many more. Check the programme: https://t.co/oOCLpd3g4L'",b'Timo_Karl',Bonn,,,"['Communitywind', 'Communitypower', 'women', 'communityenergy']",575
1363838037776625670,2021-02-22 13:08:21,"b'This Community Energy Peer Mentoring programme is part of Next Generation, our #CommunityEnergy project in partnership with @peoplesbiz @ComShares @CooperativesUK @CoopFutures @everozepartners @LowCarbonHub @SASCapital @SFWcomms'",b'cse_communities',Bristol,,,['CommunityEnergy'],3231
1363842087809126410,2021-02-22 13:24:27,"b'The #CommunityEnergy sector is driven by innovation and collaboration. If your organisation is developing innovative new project ideas that you would like to run past an experienced practitioner, the Next Generation Peer Mentoring programme could be very helpful. https://t.co/vx3UuMjTh1'",b'Comm1nrg',United Kingdom,,,['CommunityEnergy'],3602
1363846569989144576,2021-02-22 13:42:15,"b'At the end of Jan, we held a webinar with @RESIndustry &amp; @AGENEXORG on sustainability of agriculture &amp; industrial sector, presenting some interesting practices on #communityenergy and #biomass energy in farms. See event recording (is Spanish): https://t.co/c1bmBioA9a'",b'AgroRESproject',Europe,,,"['communityenergy', 'biomass']",190
1364122321397698562,2021-02-23 07:58:00,b'Peer support for community groups with bright ideas for energy innovation ... part of Next Generation #CommunityEnergy project in partnership with @cse_communities @peoplesbiz @ComShares @CooperativesUK @everozepartners @LowCarbonHub @SASCapital @SFWcomms https://t.co/IzhxnSpt5O',b'CoopFutures',"Gloucester, UK",,,['CommunityEnergy'],4218
1364140457043894273,2021-02-23 09:10:04,"b'Our wonderful #SolarSchool of the month, West Witney Primary School,  generated 22% of their energy needs from their solar PV panels over the 2019/20 academic year! #communityenergy #solar #solarschools Read more: https://t.co/lPFnMc4Zxa https://t.co/E98WlyeSH6'",b'LowCarbonHub',"OXFORD, UK",,,"['SolarSchool', 'communityenergy', 'solar', 'solarschools']",4084
1364150758057283591,2021-02-23 09:51:00,"b'How can communities help build a better energy sector? Join the @LocalTrust event this Wednesday, 24 Feb at 12pm GMT - ""Towards resilience: building energy systems with community at their heart."" https://t.co/NoRQytn059 #LocalEnergy #SustainableEnergy @cashley122'",b'Forum4theFuture',Global: Offices 🇬🇧🇺🇸🇸🇬🇮🇳,,,"['LocalEnergy', 'SustainableEnergy']",49869
1364158632343052288,2021-02-23 10:22:17,"b""Only 2 days to go until we go live with @handiheat's latest webinar. Register today to avoid missing out on an important discussion about #communityenergy and its central role in building a #renewable and #sustainable environment.  Register today &gt;&gt; https://t.co/T38EoeGayC https://t.co/Pqw1sHwubQ""",b'Act_Renewables',"Belfast, Northern Ireland",,,"['communityenergy', 'renewable', 'sustainable']",1540
1364174119068200960,2021-02-23 11:23:49,"b""Our State of the Sector Survey is going live soon. We're also supporting @CooperativesUK who are conducting the #CoopEconomy survey. We ask all #CommunityEnergy coops to gather data &amp; prepare, if possible, to respond to both vital pieces of work. Thank you https://t.co/HT3B9hBaPJ https://t.co/rk5gI8gveo""",b'Comm1nrg',United Kingdom,,,"['CoopEconomy', 'CommunityEnergy']",3602
1364177396333744131,2021-02-23 11:36:51,b'To #RecoverBetter and get on track to #go100RE #Germany must: 1\xe2\x83\xa3minimise regulatory barriers to #Renewables\xf0\x9f\x8c\xac\xef\xb8\x8f\xf0\x9f\x8c\x9e 2\xe2\x83\xa3support #communityenergy\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xf0\x9f\xa4\x9d\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbd 3\xe2\x83\xa3invest in future (storage and sector coupling tech)\xf0\x9f\x94\x8b 4\xe2\x83\xa3phase-out of fossil fuels!  More: https://t.co/iZ3qZtnI3L #COVID19 #GreenRecovery https://t.co/9Z9xnTSyM4',b'rescongress',,,,"['RecoverBetter', 'go100RE', 'Germany', 'Renewables', 'communityenergy', 'COVID19', 'GreenRecovery']",186
1364194003940433920,2021-02-23 12:42:50,"b""Energise Barnsley's 2021 Solar Fund Award represents a grant of over \xc2\xa313,000 per megawatt of solar PV on their community rooftop project. This is in addition to the 5% bond interest to local members the Society has been paying for the last four years. #CommunityEnergy \xf0\x9f\x92\x9a https://t.co/CjrFrWnobL""",b'Comm1nrg',United Kingdom,,,['CommunityEnergy'],3602
1364202865472995330,2021-02-23 13:18:03,"b""Share of wind power in electricity generation has exceeded 10% on a monthly basis for the first time in Turkey\xe2\x80\x99s history:  In January, #Turkey has generated 10.7% of its electricity from Anatolia's cool winds\xf0\x9f\x8d\x83\xe2\x9a\xa1\xef\xb8\x8f  Source: [Ministry of Energy and Natural Resources]  #LocalEnergy https://t.co/57yKFVlsd8""",b'TurkeyAxis',,,,"['Turkey', 'LocalEnergy']",1710
1364204158023303172,2021-02-23 13:23:11,"b'Hi folks we are working with  @Lancschamber to recruit x 2 new roles #DigitalMarketing Executive and #CommunityEnergy Executive under  @DWP  #Kickstart scheme, aimed at 16 - 24 year olds in receipt of benefits. no agencies! #careers #sustainability @JCPinLancashire https://t.co/B2chHW2r8H'",b'CrowberryEnergy',"Chorley, UK",,,"['DigitalMarketing', 'CommunityEnergy', 'Kickstart', 'careers', 'sustainability']",2721
1364216441696886784,2021-02-23 14:12:00,"b'Interesting online event happening this Friday. @SPEnergyNetwork will be engaging with @Comm1nrg to explore how they can help #CommunityEnergy flourish. Friday 26th Feb, 10am. Register here: https://t.co/Flsz1qcwsn'",b'STCE_uk',Shropshire and Telford,,,['CommunityEnergy'],238
1364282730410868743,2021-02-23 18:35:24,"b'\xf0\x9f\x8c\x8dBusy week for our Sustainable Development Team, 1\xef\xb8\x8f\xe2\x83\xa3Thursday @handiheat in collaboration with partners launch their 3rd webinar on #CommunityEnergy sign up: https://t.co/9frZZWIlHW 2\xef\xb8\x8f\xe2\x83\xa3Friday we launch NI Schools Competition \xe2\x80\x9cDesign an Eco Hero\xe2\x80\x9d in partnership @KeepNIBeautiful \xf0\x9f\x8c\x8d https://t.co/7Bz5kqTBAw'",b'Robclements5',"West Tyrone, Northern Ireland",,,['CommunityEnergy'],519
1364471259287977984,2021-02-24 07:04:33,"b'We\xe2\x80\x99ve been chatting to Chair of @Energy4AllLtd Mike Smyth about his commitment to #communityenergy &amp; our work together, including the very special centenary solar installation we did on #salisburycathedral. Here\xe2\x80\x99s a clip &amp; head here for the full chat \xf0\x9f\x91\x89 https://t.co/01DIaTZsEc \xf0\x9f\x91\x88 https://t.co/9EphZH2gfI'",b'jojusolar',London / Oxford / Sheffield,,,"['communityenergy', 'salisburycathedral']",2363
1364478901955817473,2021-02-24 07:34:55,b'It was great chatting with former Chair of the Friends of the Earth Trust &amp; Chair of @energy4allltd Mike Smyth about the future of #communityenergy &amp; his 100th install with our client @jojusolar on the iconic #salisburycathedral. Here\xe2\x80\x99s the conversation \xf0\x9f\x91\x89 https://t.co/zIjqn7oHn1',b'shakecomms',"Somerset, England ",,,"['communityenergy', 'salisburycathedral']",96
1364530732945793024,2021-02-24 11:00:53,b'The March edition of our CARES newsletter is out next week. Keep up to date with #LocalEnergy news and #funding opportunities by signing up today at https://t.co/RvLnPU412x https://t.co/8QRQeMKI8J',b'localenergysco',Scotland,,,"['LocalEnergy', 'funding']",2896
1364545112626364417,2021-02-24 11:58:01,b'Great to have a similar assessment of suitable sites for #Planning #SouthWestRegion #OnshoreWind how can you help?   @WestofEnglandCA @WofEnglandLEP @MayorTimBowles &amp; #SouthWestEnergyHub @Jon_Rattenbury   #ClimateAction @COP26 #CommunityEnergy   https://t.co/8m6viy2vd3 https://t.co/z6wzn2zB2r',b'BristolEnergyNw',"Bristol, England",,,"['Planning', 'SouthWestRegion', 'OnshoreWind', 'SouthWestEnergyHub', 'ClimateAction', 'CommunityEnergy']",3156
1364545873984774146,2021-02-24 12:01:03,b'@Comm1nrg and @peoplesbiz have develop the Community Energy 2030 Vision to create awareness about the sector and to highlight the diverse benefits that #communityenergy can bring.  Learn more here: https://t.co/q6W3ZyeqcZ  #climatejustice #communityaction #communityfinance https://t.co/hfdTzdzmo0',b'NorthKenCE',,,,"['communityenergy', 'climatejustice', 'communityaction', 'communityfinance']",326
1364553460436398080,2021-02-24 12:31:11,b'We spoke to Pete and Jess from @MaesNiMaesG about #RenewableEnergy and how they are harnessing resources - people power and natural wind &amp; solar power! - to make their community more sustainable.   On the blog here: https://t.co/bZMke9Abdu #CommunityEnergy #renewables https://t.co/Q8uCtokEl8',b'BCTWales',"Wales, United Kingdom",,,"['RenewableEnergy', 'CommunityEnergy', 'renewables']",718
1364558579441815552,2021-02-24 12:51:32,"b""Fantastic news @Comm1nrg!    There's so much we are already doing &amp; could do to support the #EnergyTransition  #SmartLocalEnergySystem #GreenRecovery #CommunityEnergy we look forward to working with you https://t.co/lHLl5EiMS2""",b'BristolEnergyNw',"Bristol, England",,,"['EnergyTransition', 'SmartLocalEnergySystem', 'GreenRecovery', 'CommunityEnergy']",3156
1364568506730246151,2021-02-24 13:30:59,"b""Be part of the #CommunityEnergy revolution by subscribing to BHESCo's monthly newsletter:  https://t.co/jaj6gEzwAp  #Sustainability #ClimateCrisis #NetZero #Environment #BuyLocal #SocEnt #Coops #Eco #LowCarbon #CleanEnergy#EnTech https://t.co/4DwAQBKjg0""",b'BHenergyservice',Brighton,,,"['CommunityEnergy', 'Sustainability', 'ClimateCrisis', 'NetZero', 'Environment', 'BuyLocal', 'SocEnt', 'Coops', 'Eco', 'LowCarbon']",2313
1364579855665397760,2021-02-24 14:16:04,"b'\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa#Germany must combine efforts of #ClimateAction &amp; #COVID19 #recovery measures! Boosting #EnergyTransition and promoting democratisation of the energy system, build the foundation of making a strong, just #GreenRecovery possible!\xf0\x9f\x8c\x9e @KlausMindrup #BuildBackBetter #communityenergy https://t.co/fdFcdqVhUj'",b'rescongress',,,,"['Germany', 'ClimateAction', 'COVID19', 'recovery', 'EnergyTransition', 'GreenRecovery', 'BuildBackBetter', 'communityenergy']",186
1364596734266073088,2021-02-24 15:23:09,"b""It's over a year since I had my first conversations with funders about supporting #CarbonFootprint tools for communities.   Territorial &amp; consumption-based footprints, for parishes, coming to the internet near you. Friday. Sneaky peek anyone? #ClimateEmergency #CommunityEnergy https://t.co/lTGehXgfiZ""",b'RachelCoxcoon',Bristol/Cotswolds,,,"['CarbonFootprint', 'ClimateEmergency', 'CommunityEnergy']",1357
1364618937925828619,2021-02-24 16:51:22,"b'Good to see @Power4PeopleUK\'s Local Energy Bill in the press, which would greatly assist #CommunityEnergy. Thanks also to @CPRE for urging ""all MPs who want to see a #JustTransition to #NetZero to support the bill when it returns to Parliament"". https://t.co/CzS36E3z9g'",b'FProvFoundation',"York, England",,,"['CommunityEnergy', 'JustTransition', 'NetZero']",1735
1364639632332369930,2021-02-24 18:13:36,"b'How inspiring! \xe2\x80\x9cThis project will help us to reach our targets for reducing emissions, energy self-sufficiency and the circular economy.\xe2\x80\x9d https://t.co/4U8EjfRx17  #circulareconomy #waste #energy #climatecrisis #communityenergy #oranges #Seville #vivaespania'",b'GreenercleanerB',,,,"['circulareconomy', 'waste', 'energy', 'climatecrisis', 'communityenergy', 'oranges', 'Seville', 'vivaespania']",952
1364860875602092033,2021-02-25 08:52:45,"b'This lot voted against a \xc2\xa31.2 million #communityenergy project, one of the most impoverished communities attempted to empower itself &amp; @Plaid_Cymru Councillors voted it down &amp; against the Parish Council. #plaidfail https://t.co/vft90SQxis'",b'maxblunt',,,,"['communityenergy', 'plaidfail']",1676
1364877748976689154,2021-02-25 09:59:48,b'@David_Cameron @bbcworldservice @The_IGC @g7plus It is happening at home also. More than 300 community organisations funding &amp; developing low carbon energy projects which benefit communities. We aspire to see 2.2 million homes in the UK powered by #CommunityEnergy projects by 2030. See our vision... https://t.co/L8rToCNFLB https://t.co/nKG5XGPsVY',b'Comm1nrg',United Kingdom,,,['CommunityEnergy'],3602
1364881218114891777,2021-02-25 10:13:35,b'Our first speaker is @CMcCarthyIRE from @SEAI discussing #Sustainable Energy Communities achieved in ROI. \xe2\x80\x98We believe communities of active energy citizens will lead the societal transformation to a low carbon future\xe2\x80\x99. \xf0\x9f\x8f\x98\xef\xb8\x8f\xe2\x99\xbb\xef\xb8\x8f  #communityenergy #energyefficiency https://t.co/ehAOKok6XR',b'handiheat',Northern Europe & Arctic ,,,"['Sustainable', 'communityenergy', 'energyefficiency']",213
1364892120625143813,2021-02-25 10:56:54,"b""\xf0\x9f\x93\xb8We're happy to share with you the @wame2030 Energy Self Portraits Photography contest.   \xf0\x9f\x8e\x9e\xef\xb8\x8fWe highly encourage our members, network and followers to participate, as it is a great opportunity to showcase the strength of #CommunityEnergy.  All info: https://t.co/xvPKZkmBbp https://t.co/pni5VPuvpo""",b'REScoopEU',Europe,,,['CommunityEnergy'],5985
1364893842021965826,2021-02-25 11:03:45,"b'@NationCymru LSRPlaid, \xe2\x80\x9cOur communities are crying out for funding\xe2\x80\x9d, she said not one single word in support of a 1.2 million #communityenergy project in her own constituency.'",b'maxblunt',,,,['communityenergy'],1676
1364897462159368192,2021-02-25 11:18:08,b'My thoughts on #communityenergy https://t.co/QeosSwDpWx',b'carbonchoicesuk',"Scotland, UK",,,['communityenergy'],2362
1364901566424186880,2021-02-25 11:34:26,b'Never get tired of hearing about how #communityenergy &amp; #renewableenergy projects can future proof rural communities in particular \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb@Clar_ICH https://t.co/edIuwp0Siw',b'ClaneEnergy',"Kildare, Ireland",,,"['communityenergy', 'renewableenergy']",271
1364903641845555200,2021-02-25 11:42:41,"b'How can @SPEnergyNetwork support individuals and communities to meet Net Zero challenges and opportunities? Find out tomorrow at 10AM when they discuss findings of their engagement with #communityenergy organisations, customers and stakeholders. https://t.co/OaZNugjIvc'",b'Comm1nrg',United Kingdom,,,['communityenergy'],3602
1364913964216426502,2021-02-25 12:23:42,"b'A view from an investor: Neil Kitching\xe2\x80\x99s new book, Carbon Choices by Abundance https://t.co/Si0kw5Xetb  #communityenergy #communityrenewables #fintry'",b'carbonchoicesuk',"Scotland, UK",,,"['communityenergy', 'communityrenewables', 'fintry']",2362
1364916197515476992,2021-02-25 12:32:35,"b'@LSRPlaid talking in WM about Labour ""economic mismanagement"" in Wales, which is a bit rich considering she couldn\'t even bring herself to back a \xc2\xa31.2 million #communityenergy project in her own constituency...'",b'maxblunt',,,,['communityenergy'],1676
1364933715240116224,2021-02-25 13:42:11,"b""A huge thank you to our speakers and everyone who attended this morning's webinar. \xf0\x9f\x91\x8fWe hope you found it informative and that it has provided food for thought as to how #NI can learn from ROI re #communityenergy incentives, current schemes available and potential benefits. \xf0\x9f\x91\xaa\xf0\x9f\x8f\x98\xef\xb8\x8f""",b'handiheat',Northern Europe & Arctic ,,,"['NI', 'communityenergy']",213
1364954487325159433,2021-02-25 15:04:44,"b'A good low-level intro to #CommunityEnergy. Jump thru to slide 7 where it really begins and it\'ll only take a few minutes of your time.  We like how it talks about the role of ""intermediaries"" as important actors in the community energy sector.   https://t.co/7oAPTGUIZL'",b'DEG_Cymru',,,,['CommunityEnergy'],886
1364958459742027783,2021-02-25 15:20:31,b'Next up in the #NextGeneration series of #CommunityEnergy webinars ... Jamie Hanlon &amp; Mike Andrews of not-for-profit CIC @CHEESEBristol\xf0\x9f\xa7\x80will talk about using thermal-imaging to reduce\xf0\x9f\x8f\xa0domestic energy losses. Free at 10.30-12.00 on 24 March https://t.co/NngKSzrm4I',b'cse_communities',Bristol,,,"['NextGeneration', 'CommunityEnergy']",3231
1365041622178803712,2021-02-25 20:50:58,"b""We won Best Community Project in tonight's Highlands &amp; Islands Renewable Energy awards - that was a turn up for the books! Well done to all the finalists - some inspiring examples of why community energy projects always make sense. @HighNewsMedia #communityenergy #isleoflewis https://t.co/SUYfbPTGd1""",b'PointSandwick',"Isle of Lewis, Scotland",,,"['communityenergy', 'isleoflewis']",458
1365060185182646274,2021-02-25 22:04:44,"b'@Adam_Bebb @mabonapgwynfor @LeanneWood @Plaid_Cymru Shame Leanne came to see the proposed \xc2\xa31.2 million #communityenergy project we had, then walked away &amp; never uttered a single word about it after saying how fantastic it would be.'",b'maxblunt',,,,['communityenergy'],1676
1365254953841946628,2021-02-26 10:58:40,b'https://t.co/uxivHXqnvy See recent LinkedIn post for an update on Austrian BEYOND partner activities!  #localenergy #sustainability #optimisation #greenenergylab',b'EUBEYONDProject',,,,"['localenergy', 'sustainability', 'optimisation', 'greenenergylab']",92
1365259010857959424,2021-02-26 11:14:48,"b'A coalition of industry experts and environmental organisations, including @Comm1nrg and @_wearepossible, are calling on the Government to increase UK\xe2\x80\x99s #solar capacity to 40GW by 2030 and support #CommunityEnergy https://t.co/UOqkTCUekS'",b'Thrive_R',"Bristol, England",,,"['solar', 'CommunityEnergy']",1187
1365270786139951104,2021-02-26 12:01:35,b'Are you developing #communityenergy projects that deliver zero carbon outcomes? Apply to the Next Generation Peer Mentoring programme. Work with experienced and skilled mentors. Deadline 15th March.   https://t.co/hbUb1ZabQ1    @CooperativesUK @cse_bristol @peoplesbiz https://t.co/Wa9pXMGTud',b'BHenergyservice',Brighton,,,['communityenergy'],2313
1365283821697064966,2021-02-26 12:53:23,"b'@pwete1 @huwmenear @edward_greening @YesCymru Plaid are great, unless you\xe2\x80\x99re a small community attempting to empower itself and you like your \xc2\xa31.2 million #communityenergy project voting down by PC Councillors...'",b'maxblunt',,,,['communityenergy'],1676
1365293174093197316,2021-02-26 13:30:33,"b""BHESCo's February Newletter , with updates on:  \xf0\x9f\x92\x9a BHESCo Impact Report  \xf0\x9f\x92\x9a #FuelPoverty work &amp; Case Studies  \xf0\x9f\x92\x9a #EarthDay event planned for April  https://t.co/AcCq54HaSz  #CommunityEnergy #CleanEnergy #ClimateChange #ClimateCrisis #NetZero #EnTech #Sustainability #GreenRecovery https://t.co/mTnRcPF2r4""",b'BHenergyservice',Brighton,,,"['FuelPoverty', 'EarthDay', 'CommunityEnergy', 'CleanEnergy', 'ClimateChange', 'ClimateCrisis', 'NetZero', 'EnTech', 'Sustainability', 'GreenRecovery']",2313
1365356104230842369,2021-02-26 17:40:36,"b""Shout-out to @Harishhande &amp; @LEJones2030 for tackling #electrification at both of the scale: #communityenergy to end #energypoverty &amp; rethinking #grids. Can't wait to hear them share ideas at #MakingDecarbFair! Sign up here: https://t.co/EpFSY1Iq6J @IEA @SE4All @PowerAfricaUS https://t.co/Iyk1FaYnFu""",b'EnActNow',"Paris, France",,,"['electrification', 'communityenergy', 'energypoverty', 'grids', 'MakingDecarbFair']",3027
1365409075492749316,2021-02-26 21:11:06,"b'Everyone of us in #communityenergy, we can relate to and find inspiration in what @Afsheen_Rashid has to say @RepowerLondon @Comm1nrg @BHenergyservice https://t.co/fbn416nUBb'",b'kaylaente',"Brighton, England",,,['communityenergy'],384
1365490440120623109,2021-02-27 02:34:25,b'@solar_chase In Australia we define a community renewable project as a project where the community is involved in and benefits from a renewables project. See https://t.co/TkwIEB0CaC for a map of operating projects.   @CommunityPowerA #communityenergy #LocalPowerPlan',b'nickymison',"Sydney, New South Wales",,,"['communityenergy', 'LocalPowerPlan']",2491
